method,image,text,vdrop,vincr,tdrop,tincr
lciba,/media/crk/vol3/rt/coco/val2017/000000135670.jpg,A bike behind a rail for safety on a train ride.,0.28788959607481956,0.0,0.7410649210214615,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000135670.jpg,A bike behind a rail for safety on a train ride.,0.7231988944113255,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000135670.jpg,A bike behind a rail for safety on a train ride.,2.6407666504383087,0.0,0.04734378308057785,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000338304.jpg,A bunch of sheep make their way through the crowded city street.,0.0,100.0,0.025073904544115067,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000338304.jpg,A bunch of sheep make their way through the crowded city street.,0.0,100.0,1.848602294921875,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000338304.jpg,A bunch of sheep make their way through the crowded city street.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000338304.jpg,A bunch of sheep make their way through the crowded city street.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000397279.jpg,The tennis player does not know what to expect with the next serve.,0.0,100.0,0.046456046402454376,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000397279.jpg,The tennis player does not know what to expect with the next serve.,0.0,100.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000397279.jpg,The tennis player does not know what to expect with the next serve.,0.0,100.0,0.0,100.0
fusion,/media/crk/vol3/rt/coco/val2017/000000397279.jpg,The tennis player does not know what to expect with the next serve.,0.32604988664388657,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000579902.jpg,A person riding a motorcycle down a street.,0.9896453469991684,0.0,1.895495131611824,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000579902.jpg,A person riding a motorcycle down a street.,0.0,100.0,0.04801386967301369,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000579902.jpg,A person riding a motorcycle down a street.,1.0132215917110443,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000579902.jpg,A person riding a motorcycle down a street.,0.0,100.0,0.0483472365885973,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000210520.jpg,A table with plates of food that include corn and fruit.,0.6076756864786148,0.0,0.06789825856685638,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000210520.jpg,A table with plates of food that include corn and fruit.,0.048356130719184875,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000210520.jpg,A table with plates of food that include corn and fruit.,0.9110387414693832,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000210520.jpg,A table with plates of food that include corn and fruit.,1.6452979296445847,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000086483.jpg,There is a sign in front of a brick house.,0.0,100.0,0.017324090003967285,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000086483.jpg,There is a sign in front of a brick house.,0.0,100.0,1.641787774860859,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000086483.jpg,There is a sign in front of a brick house.,0.0,100.0,1.5733135864138603,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000086483.jpg,There is a sign in front of a brick house.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000332570.jpg,the portable device is displaying a very important message.,0.6457017734646797,0.0,1.3902081176638603,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000332570.jpg,the portable device is displaying a very important message.,0.19563883543014526,0.0,0.3360772505402565,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000332570.jpg,the portable device is displaying a very important message.,0.6720339879393578,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000332570.jpg,the portable device is displaying a very important message.,0.6545631214976311,0.0,1.3735676184296608,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000472375.jpg,A small black and brown dog sitting next to a motorcycle.,0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000472375.jpg,A small black and brown dog sitting next to a motorcycle.,0.06212536245584488,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000472375.jpg,A small black and brown dog sitting next to a motorcycle.,1.206238567829132,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000472375.jpg,A small black and brown dog sitting next to a motorcycle.,1.1388503015041351,0.0,0.07410496473312378,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000555412.jpg,A pizza covered in lots of greens on top of a table.,1.9124142825603485,0.0,0.19137263298034668,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000555412.jpg,A pizza covered in lots of greens on top of a table.,1.6470609232783318,0.0,0.19854065030813217,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000555412.jpg,A pizza covered in lots of greens on top of a table.,0.571802444756031,0.0,0.0,100.0
fusion,/media/crk/vol3/rt/coco/val2017/000000555412.jpg,A pizza covered in lots of greens on top of a table.,2.6495009660720825,0.0,0.16862526535987854,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000273712.jpg,a refrigerator in a room next to a wall,2.4906445294618607,0.0,1.2183688580989838,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000273712.jpg,a refrigerator in a room next to a wall,0.0,100.0,1.2215528637170792,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000273712.jpg,a refrigerator in a room next to a wall,1.878223568201065,0.0,0.0,100.0
fusion,/media/crk/vol3/rt/coco/val2017/000000273712.jpg,a refrigerator in a room next to a wall,5.393760651350021,0.0,0.02567693591117859,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000135872.jpg,A desk with both a laptop computer and a desktop computer.,2.981291711330414,0.0,0.10377317667007446,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000135872.jpg,A desk with both a laptop computer and a desktop computer.,2.0539745688438416,0.0,0.3183450549840927,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000135872.jpg,A desk with both a laptop computer and a desktop computer.,3.3589519560337067,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000135872.jpg,A desk with both a laptop computer and a desktop computer.,3.876809775829315,0.0,0.018028169870376587,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000015278.jpg,A white plate topped with broccoli and a dumpling.,1.0208465158939362,0.0,0.0,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000015278.jpg,A white plate topped with broccoli and a dumpling.,0.45202821493148804,0.0,0.3256887197494507,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000015278.jpg,A white plate topped with broccoli and a dumpling.,1.9995227456092834,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000015278.jpg,A white plate topped with broccoli and a dumpling.,6.262132525444031,0.0,0.2078622579574585,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000260266.jpg,The traffic signal is at the intersection near a large building.,1.0936294682323933,0.0,0.8797784335911274,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000260266.jpg,The traffic signal is at the intersection near a large building.,0.0,100.0,0.32000867649912834,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000260266.jpg,The traffic signal is at the intersection near a large building.,1.0911430232226849,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000260266.jpg,The traffic signal is at the intersection near a large building.,0.448527280241251,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000564133.jpg,Some elephants walk together through the grass. ,0.2777809277176857,0.0,1.4356071129441261,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000564133.jpg,Some elephants walk together through the grass. ,0.3191908821463585,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000564133.jpg,Some elephants walk together through the grass. ,0.4248131066560745,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000564133.jpg,Some elephants walk together through the grass. ,0.003382563591003418,0.0,1.609286293387413,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000353970.jpg,a cat sitting in a chair looking up,0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000353970.jpg,a cat sitting in a chair looking up,0.0,100.0,0.41231922805309296,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000353970.jpg,a cat sitting in a chair looking up,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000353970.jpg,a cat sitting in a chair looking up,2.571415901184082,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000491090.jpg,A man sitting on one of a group of motorcycles.,0.7608741521835327,0.0,1.8103506416082382,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000491090.jpg,A man sitting on one of a group of motorcycles.,0.0,100.0,1.777857169508934,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000491090.jpg,A man sitting on one of a group of motorcycles.,0.2103995531797409,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000491090.jpg,A man sitting on one of a group of motorcycles.,0.0,100.0,0.021037086844444275,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000017436.jpg,A man sitting on a bench with a tall building behind him.,3.561204671859741,0.0,0.008200667798519135,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000017436.jpg,A man sitting on a bench with a tall building behind him.,3.807002305984497,0.0,0.43941326439380646,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000017436.jpg,A man sitting on a bench with a tall building behind him.,6.196117773652077,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000017436.jpg,A man sitting on a bench with a tall building behind him.,0.9451828896999359,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000035326.jpg,A stove back splash with a granite design.,0.0,100.0,0.07637925446033478,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000035326.jpg,A stove back splash with a granite design.,0.0,100.0,1.0992476716637611,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000035326.jpg,A stove back splash with a granite design.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000035326.jpg,A stove back splash with a granite design.,0.4601806402206421,0.0,0.07618926465511322,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000336628.jpg,A man in dinosaur covered clown suit talking on a phone on a trolley,0.6170712411403656,0.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000336628.jpg,A man in dinosaur covered clown suit talking on a phone on a trolley,0.0,100.0,2.907356806099415,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000336628.jpg,A man in dinosaur covered clown suit talking on a phone on a trolley,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000336628.jpg,A man in dinosaur covered clown suit talking on a phone on a trolley,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000361919.jpg,A group of people skiing down the side of a snow covered mountain.,0.0,100.0,0.30489489436149597,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000361919.jpg,A group of people skiing down the side of a snow covered mountain.,0.0,100.0,0.044574588537216187,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000361919.jpg,A group of people skiing down the side of a snow covered mountain.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000361919.jpg,A group of people skiing down the side of a snow covered mountain.,0.0,100.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000177893.jpg,a red and white passenger bus with a 'final destination 5' billboard on the side of it,4.11408506333828,0.0,2.4853207170963287,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000177893.jpg,a red and white passenger bus with a 'final destination 5' billboard on the side of it,2.9421616345643997,0.0,0.1573716290295124,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000177893.jpg,a red and white passenger bus with a 'final destination 5' billboard on the side of it,4.293486475944519,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000177893.jpg,a red and white passenger bus with a 'final destination 5' billboard on the side of it,2.1760575473308563,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000115118.jpg,a train of many colors is coming down the track,1.5899470075964928,0.0,0.2138689160346985,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000115118.jpg,a train of many colors is coming down the track,1.6706755384802818,0.0,0.198495015501976,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000115118.jpg,a train of many colors is coming down the track,2.3730596527457237,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000115118.jpg,a train of many colors is coming down the track,4.551184922456741,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000150638.jpg,A table holding a variety of beverages at an outdoor party.,1.2661486864089966,0.0,0.11138617992401123,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000150638.jpg,A table holding a variety of beverages at an outdoor party.,0.0,100.0,0.4682149738073349,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000150638.jpg,A table holding a variety of beverages at an outdoor party.,0.2925444394350052,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000150638.jpg,A table holding a variety of beverages at an outdoor party.,1.5780411660671234,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000530836.jpg,A picture of a large kitchen with white cabinets and appliances.,0.9304940700531006,0.0,0.08726771920919418,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000530836.jpg,A picture of a large kitchen with white cabinets and appliances.,1.037946343421936,0.0,0.22916346788406372,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000530836.jpg,A picture of a large kitchen with white cabinets and appliances.,2.3767882958054543,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000530836.jpg,A picture of a large kitchen with white cabinets and appliances.,2.20253337174654,0.0,0.06971042603254318,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000274708.jpg,Several people in skis standing on a snow covered incline.,2.1136419847607613,0.0,0.23261792957782745,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000274708.jpg,Several people in skis standing on a snow covered incline.,0.8238058537244797,0.0,0.2165868878364563,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000274708.jpg,Several people in skis standing on a snow covered incline.,1.8183467909693718,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000274708.jpg,Several people in skis standing on a snow covered incline.,0.9100613184273243,0.0,0.2019483596086502,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000357941.jpg,Two televisions that are stacked on top of each other. ,2.5797713547945023,0.0,0.04158280789852142,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000357941.jpg,Two televisions that are stacked on top of each other. ,1.39576755464077,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000357941.jpg,Two televisions that are stacked on top of each other. ,4.780999198555946,0.0,0.0,100.0
fusion,/media/crk/vol3/rt/coco/val2017/000000357941.jpg,Two televisions that are stacked on top of each other. ,6.126625090837479,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000189828.jpg,Grey plane taking off above some green vegetation.,0.0,100.0,0.24796491488814354,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000189828.jpg,Grey plane taking off above some green vegetation.,0.0,100.0,0.2302057109773159,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000189828.jpg,Grey plane taking off above some green vegetation.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000189828.jpg,Grey plane taking off above some green vegetation.,0.0,100.0,0.16227476298809052,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000056344.jpg,Two computer monitors on a desk with a keyboard and mouse,1.7006173729896545,0.0,0.062247179448604584,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000056344.jpg,Two computer monitors on a desk with a keyboard and mouse,0.0,100.0,0.19512679427862167,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000056344.jpg,Two computer monitors on a desk with a keyboard and mouse,1.8516771495342255,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000056344.jpg,Two computer monitors on a desk with a keyboard and mouse,2.5588978081941605,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000175438.jpg,A large cock sitting in the middle of a street.,0.0,100.0,0.0,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000175438.jpg,A large cock sitting in the middle of a street.,0.0,100.0,3.3679943531751633,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000175438.jpg,A large cock sitting in the middle of a street.,0.9697698056697845,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000175438.jpg,A large cock sitting in the middle of a street.,2.9962021857500076,0.0,0.026081688702106476,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000149622.jpg,"The birds are sitting next to each other on a tree branch,",1.0008051991462708,0.0,0.15991292893886566,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000149622.jpg,"The birds are sitting next to each other on a tree branch,",0.21377801895141602,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000149622.jpg,"The birds are sitting next to each other on a tree branch,",2.3405205458402634,0.0,0.0,100.0
fusion,/media/crk/vol3/rt/coco/val2017/000000149622.jpg,"The birds are sitting next to each other on a tree branch,",0.0,100.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000289417.jpg,A boy standing on skis in the snow.,1.4005689881742,0.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000289417.jpg,A boy standing on skis in the snow.,0.0,100.0,0.27124881744384766,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000289417.jpg,A boy standing on skis in the snow.,2.1877724677324295,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000289417.jpg,A boy standing on skis in the snow.,2.3447172716259956,0.0,0.033410266041755676,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000404923.jpg,A baseball player holding a baseball bat is getting filmed by a camera man.,0.0,100.0,0.7369693368673325,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000404923.jpg,A baseball player holding a baseball bat is getting filmed by a camera man.,0.0,100.0,0.893147848546505,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000404923.jpg,A baseball player holding a baseball bat is getting filmed by a camera man.,0.19184648990631104,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000404923.jpg,A baseball player holding a baseball bat is getting filmed by a camera man.,0.0,100.0,0.8401595056056976,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000119365.jpg,A couple of people with a laptop at a table.,1.7438329756259918,0.0,0.0033937394618988037,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000119365.jpg,A couple of people with a laptop at a table.,0.8966721594333649,0.0,0.5435705184936523,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000119365.jpg,A couple of people with a laptop at a table.,3.417028486728668,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000119365.jpg,A couple of people with a laptop at a table.,4.042288661003113,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000300341.jpg,Two college age boys playing Wii while others look on ,0.0,100.0,0.07442152127623558,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000300341.jpg,Two college age boys playing Wii while others look on ,0.0,100.0,0.06590532138943672,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000300341.jpg,Two college age boys playing Wii while others look on ,0.10499861091375351,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000300341.jpg,Two college age boys playing Wii while others look on ,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000022892.jpg,A cats sits on the table with a dog outside.,0.44383518397808075,0.0,0.004678592085838318,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000022892.jpg,A cats sits on the table with a dog outside.,0.0,100.0,1.283974014222622,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000022892.jpg,A cats sits on the table with a dog outside.,0.995166040956974,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000022892.jpg,A cats sits on the table with a dog outside.,0.4730040207505226,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000153299.jpg,two giraffes are standing together outside a barn,0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000153299.jpg,two giraffes are standing together outside a barn,0.0,100.0,0.44803712517023087,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000153299.jpg,two giraffes are standing together outside a barn,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000153299.jpg,two giraffes are standing together outside a barn,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000023230.jpg,A family of swans swimming on top of a lake.,1.130245253443718,0.0,0.4407975822687149,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000023230.jpg,A family of swans swimming on top of a lake.,1.0059323161840439,0.0,0.08746124804019928,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000023230.jpg,A family of swans swimming on top of a lake.,1.0147076100111008,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000023230.jpg,A family of swans swimming on top of a lake.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000009914.jpg,"A plate of food which includes onions, tomato, lettuce, sauce, fries, and a sandwich.",1.5770655125379562,0.0,0.03643929958343506,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000009914.jpg,"A plate of food which includes onions, tomato, lettuce, sauce, fries, and a sandwich.",0.0,100.0,1.909014955163002,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000009914.jpg,"A plate of food which includes onions, tomato, lettuce, sauce, fries, and a sandwich.",0.8407972753047943,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000009914.jpg,"A plate of food which includes onions, tomato, lettuce, sauce, fries, and a sandwich.",3.7612371146678925,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000465675.jpg,A beach with two boats and a tractor.,2.8925927355885506,0.0,2.0766736939549446,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000465675.jpg,A beach with two boats and a tractor.,3.4258022904396057,0.0,2.074055001139641,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000465675.jpg,A beach with two boats and a tractor.,3.6562111228704453,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000465675.jpg,A beach with two boats and a tractor.,1.7504194751381874,0.0,2.069208212196827,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000476787.jpg,There is a homemade pizza on a cutting board.,2.536442130804062,0.0,0.008255988359451294,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000476787.jpg,There is a homemade pizza on a cutting board.,3.0800040811300278,0.0,1.513734832406044,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000476787.jpg,There is a homemade pizza on a cutting board.,3.145495429635048,0.0,1.229582354426384,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000476787.jpg,There is a homemade pizza on a cutting board.,4.231814295053482,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000542089.jpg,a bathroom with a bath tub a sink and a mirror,0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000542089.jpg,a bathroom with a bath tub a sink and a mirror,0.0,100.0,0.43645016849040985,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000542089.jpg,a bathroom with a bath tub a sink and a mirror,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000542089.jpg,a bathroom with a bath tub a sink and a mirror,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000524850.jpg,A crowd of people standing around a bus next to a parked jetliner.,0.0,100.0,1.9668150693178177,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000524850.jpg,A crowd of people standing around a bus next to a parked jetliner.,0.18929969519376755,0.0,0.359102338552475,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000524850.jpg,A crowd of people standing around a bus next to a parked jetliner.,0.3912815824151039,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000524850.jpg,A crowd of people standing around a bus next to a parked jetliner.,0.0,100.0,0.059549883008003235,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000133778.jpg,A young calf drinks from its mother's udders,0.29595792293548584,0.0,1.8408961594104767,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000133778.jpg,A young calf drinks from its mother's udders,0.22459253668785095,0.0,1.7582863569259644,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000133778.jpg,A young calf drinks from its mother's udders,1.555047556757927,0.0,0.043658167123794556,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000133778.jpg,A young calf drinks from its mother's udders,6.58329501748085,0.0,0.09742975234985352,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000518326.jpg,Creepy large doll heads laying in giant oversized fake beds.,0.0,100.0,0.019938871264457703,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000518326.jpg,Creepy large doll heads laying in giant oversized fake beds.,0.0,100.0,1.2505922466516495,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000518326.jpg,Creepy large doll heads laying in giant oversized fake beds.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000518326.jpg,Creepy large doll heads laying in giant oversized fake beds.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000483050.jpg,A large bed with two lamps on either side lighting the room. ,0.0,100.0,0.7375914603471756,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000483050.jpg,A large bed with two lamps on either side lighting the room. ,0.0,100.0,0.6993919610977173,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000483050.jpg,A large bed with two lamps on either side lighting the room. ,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000483050.jpg,A large bed with two lamps on either side lighting the room. ,0.0,100.0,0.012815743684768677,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000125211.jpg,A zebra standing on top of a grass covered field.,0.0,100.0,1.6503212973475456,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000125211.jpg,A zebra standing on top of a grass covered field.,0.0,100.0,0.04556812345981598,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000125211.jpg,A zebra standing on top of a grass covered field.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000125211.jpg,A zebra standing on top of a grass covered field.,1.1823944747447968,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000367228.jpg,Young man flying a kite over a grassy area by water.,1.996719092130661,0.0,0.05586668848991394,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000367228.jpg,Young man flying a kite over a grassy area by water.,0.01768842339515686,0.0,0.20986385643482208,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000367228.jpg,Young man flying a kite over a grassy area by water.,3.0218496918678284,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000367228.jpg,Young man flying a kite over a grassy area by water.,4.474400728940964,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000425925.jpg,A large clock tower in the center of a city.,0.0,100.0,2.1686743944883347,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000425925.jpg,A large clock tower in the center of a city.,2.272448316216469,0.0,0.07818471640348434,0.0
